34.0,117.0
38.0,116.0
32.0,116.0
38.0,116.0
25.0,127.0
38.0,121.0
26.0,123.0
22.0,127.0
32.0,124.0
36.0,121.0
27.0,123.0
27.0,122.0
44.0,111.0
32.0,121.0
28.0,120.0
31.0,121.0
